	1	2	3	4	5	6	7
146	10.00	10.00	0.30	0.00	0.35	0.00	0.00
147	10.00	10.00	0.30	0.00	0.37	0.00	0.00
148	10.00	10.00	0.30	0.00	0.38	0.00	0.00
149	10.00	10.00	0.30	0.00	0.40	0.00	0.00
150	10.00	10.00	0.30	0.00	0.42	0.00	0.00
151	10.00	10.00	0.30	0.00	0.43	0.00	0.00
152	10.00	10.00	0.30	0.00	0.45	0.00	0.00
153	10.00	10.00	0.30	0.00	0.47	0.00	0.00
154	10.00	10.00	0.30	0.00	0.48	0.00	0.00
155	10.00	10.00	0.30	0.00	0.50	0.00	0.00
156	10.00	10.00	0.30	0.00	0.52	0.00	0.00
157	10.00	10.00	0.30	0.00	0.53	0.00	0.00
158	10.00	10.00	0.30	0.00	0.55	0.00	0.00
159	10.00	10.00	0.30	0.00	0.57	0.00	0.00
160	10.00	10.00	0.30	0.00	0.58	0.00	0.00
161	10.00	10.00	0.30	0.00	0.60	0.00	0.00
162	10.00	10.00	0.30	0.00	0.62	0.00	0.00
163	10.00	10.00	0.30	0.00	0.63	0.00	0.00
164	10.00	10.00	0.30	0.00	0.65	0.00	0.00
165	10.00	10.00	0.30	0.00	0.67	0.00	0.00
166	10.00	10.00	0.30	0.00	0.68	0.00	0.00
167	10.00	10.00	0.30	0.00	0.70	0.00	0.00
168	10.00	10.00	0.30	0.00	0.72	0.00	0.00
169	10.00	10.00	0.30	0.00	0.73	0.00	0.00
170	10.00	10.00	0.30	0.00	0.75	0.00	0.00
171	10.00	10.00	0.30	0.00	0.75	0.00	0.00
172	10.00	10.00	0.30	0.00	0.75	0.00	0.00
173	10.00	10.00	0.30	0.00	0.75	0.00	0.00
174	10.00	10.00	0.30	0.00	0.75	0.00	0.00
175	10.00	10.00	0.30	0.00	0.75	0.00	0.00
176	10.00	10.00	0.30	0.00	0.75	0.00	0.00
177	10.00	10.00	0.30	0.00	0.75	0.00	0.00
178	10.00	10.00	0.30	0.00	0.75	0.00	0.00
179	10.00	10.00	0.30	0.00	0.75	0.00	0.00
180	10.00	10.00	0.30	0.00	0.75	0.00	0.00
181	10.00	10.00	0.30	0.00	0.75	0.00	0.00
182	10.00	10.00	0.30	0.00	0.75	0.00	0.00
183	10.00	10.00	0.30	0.00	0.75	0.00	0.00
184	10.00	10.00	0.30	0.00	0.75	0.00	0.00
185	10.00	10.00	0.30	0.00	0.75	0.00	0.00
186	10.00	10.00	0.30	0.00	0.75	0.00	0.00
187	10.00	10.00	0.30	0.00	0.75	0.00	0.00
188	10.00	10.00	0.30	0.00	0.75	0.00	0.00
189	10.00	10.00	0.30	0.00	0.75	0.00	0.00
190	10.00	10.00	0.30	0.00	0.75	0.00	0.00
191	10.00	10.00	0.30	0.00	0.75	0.00	0.00
192	10.00	10.00	0.30	0.00	0.75	0.00	0.00
193	10.00	10.00	0.30	0.00	0.75	0.00	0.00
194	10.00	10.00	0.30	0.00	0.75	0.00	0.00
195	10.00	10.00	0.30	0.00	0.75	0.00	0.00
196	10.00	10.00	0.30	0.00	0.75	0.00	0.00
197	10.00	10.00	0.30	0.00	0.75	0.00	0.00
198	10.00	10.00	0.30	0.00	0.75	0.00	0.00
199	10.00	10.00	0.30	0.00	0.75	0.00	0.00
200	10.00	10.00	0.30	0.00	0.75	0.00	0.00
201	10.00	10.00	0.30	0.00	0.75	0.00	0.00
202	10.00	10.00	0.30	0.00	0.75	0.00	0.00
203	10.00	10.00	0.30	0.00	0.75	0.00	0.00
204	10.00	10.00	0.30	0.00	0.75	0.00	0.00
205	10.00	10.00	0.30	0.00	0.75	0.00	0.00
206	10.00	10.00	0.30	0.00	0.75	0.00	0.00
207	10.00	10.00	0.30	0.00	0.75	0.00	0.00
208	10.00	10.00	0.30	0.00	0.75	0.00	0.00
209	10.00	10.00	0.30	0.00	0.75	0.00	0.00
210	10.00	10.00	0.30	0.00	0.75	0.00	0.00
211	10.00	10.00	0.30	0.00	0.75	0.00	0.00
212	10.00	10.00	0.30	0.00	0.75	0.00	0.00
213	10.00	10.00	0.30	0.00	0.75	0.00	0.00
214	10.00	10.00	0.30	0.00	0.75	0.00	0.00
215	10.00	10.00	0.30	0.00	0.75	0.00	0.00
216	10.00	10.00	0.30	0.00	0.75	0.00	0.00
217	10.00	10.00	0.30	0.00	0.75	0.00	0.00
218	10.00	10.00	0.30	0.00	0.75	0.00	0.00
219	10.00	10.00	0.30	0.00	0.75	0.00	0.00
220	10.00	10.00	0.30	0.00	0.75	0.00	0.00
221	10.00	10.00	0.30	0.00	0.75	0.00	0.00
222	10.00	10.00	0.30	0.00	0.75	0.00	0.00
223	10.00	10.00	0.30	0.00	0.75	0.00	0.00
224	10.00	10.00	0.30	0.00	0.75	0.00	0.00
225	10.00	10.00	0.30	0.00	0.75	0.00	0.00
226	10.00	10.00	0.30	0.00	0.75	0.00	0.00
227	10.00	10.00	0.30	0.00	0.75	0.00	0.00
228	10.00	10.00	0.30	0.00	0.75	0.00	0.00
229	10.00	10.00	0.30	0.00	0.75	0.00	0.00
230	10.00	10.00	0.30	0.00	0.75	0.00	0.00
231	10.00	10.00	0.30	0.00	0.75	0.00	0.00
232	10.00	10.00	0.30	0.00	0.75	0.00	0.00
233	10.00	10.00	0.30	0.00	0.75	0.00	0.00
234	10.00	10.00	0.30	0.00	0.75	0.00	0.00
235	10.00	10.00	0.30	0.00	0.75	0.00	0.00
236	10.00	10.00	0.30	0.00	0.75	0.00	0.00
237	10.00	10.00	0.30	0.00	0.75	0.00	0.00
238	10.00	10.00	0.30	0.00	0.75	0.00	0.00
239	10.00	10.00	0.30	0.00	0.75	0.00	0.00
240	10.00	10.00	0.30	0.00	0.75	0.00	0.00
241	10.00	10.00	0.30	0.00	0.75	0.00	0.00
242	10.00	10.00	0.30	0.00	0.75	0.00	0.00
243	10.00	10.00	0.30	0.00	0.75	0.00	0.00
244	10.00	10.00	0.30	0.00	0.75	0.00	0.00
245	10.00	10.00	0.30	0.00	0.75	0.00	0.00
246	10.00	10.00	0.30	0.00	0.75	0.00	0.00
247	10.00	10.00	0.30	0.00	0.75	0.00	0.00
248	10.00	10.00	0.30	0.00	0.75	0.00	0.00
249	10.00	10.00	0.30	0.00	0.75	0.00	0.00
250	10.00	10.00	0.30	0.00	0.75	0.00	0.00
251	10.00	10.00	0.30	0.00	0.75	0.00	0.00
252	10.00	10.00	0.30	0.00	0.75	0.00	0.00
253	10.00	10.00	0.30	0.00	0.75	0.00	0.00
254	10.00	10.00	0.30	0.00	0.75	0.00	0.00
255	10.00	10.00	0.30	0.00	0.75	0.00	0.00
256	10.00	10.00	0.30	0.00	0.75	0.00	0.00
257	10.00	10.00	0.30	0.00	0.75	0.00	0.00
258	10.00	10.00	0.30	0.00	0.75	0.00	0.00
259	10.00	10.00	0.30	0.00	0.75	0.00	0.00
260	10.00	10.00	0.30	0.00	0.75	0.00	0.00
261	10.00	10.00	0.30	0.00	0.75	0.00	0.00
262	10.00	10.00	0.30	0.00	0.75	0.00	0.00
263	10.00	10.00	0.30	0.00	0.75	0.00	0.00
264	10.00	10.00	0.30	0.00	0.75	0.00	0.00
265	10.00	10.00	0.30	0.00	0.75	0.00	0.00
266	10.00	10.00	0.30	0.00	0.75	0.00	0.00
267	10.00	10.00	0.30	0.00	0.75	0.00	0.00
268	10.00	10.00	0.30	0.00	0.75	0.00	0.00
269	10.00	10.00	0.30	0.00	0.75	0.00	0.00
270	10.00	10.00	0.30	0.00	0.75	0.00	0.00
271	10.00	10.00	0.30	0.00	0.75	0.00	0.00
272	10.00	10.00	0.30	0.00	0.75	0.00	0.00
273	10.00	10.00	0.30	0.00	0.75	0.00	0.00
274	10.00	10.00	0.30	0.00	0.75	0.00	0.00
275	10.00	10.00	0.30	0.00	0.75	0.00	0.00
276	10.00	10.00	0.30	0.00	0.75	0.00	0.00
277	10.00	10.00	0.30	0.00	0.75	0.00	0.00
278	10.00	10.00	0.30	0.00	0.75	0.00	0.00
279	10.00	10.00	0.30	0.00	0.75	0.00	0.00
280	10.00	10.00	0.30	0.00	0.75	0.00	0.00
281	10.00	10.00	0.30	0.00	0.75	0.00	0.00
282	10.00	10.00	0.30	0.00	0.75	0.00	0.00
283	10.00	10.00	0.30	0.00	0.75	0.00	0.00
284	10.00	10.00	0.30	0.00	0.75	0.00	0.00
285	10.00	10.00	0.30	0.00	0.75	0.00	0.00
286	10.00	10.00	0.30	0.00	0.00	0.00	0.00
287	10.00	10.00	0.30	0.00	0.00	0.00	0.00
288	10.00	10.00	0.30	0.00	0.00	0.00	0.00
289	10.00	10.00	0.30	0.00	0.00	0.00	0.00
290	10.00	10.00	0.30	0.00	0.00	0.00	0.00
291	10.00	10.00	0.30	0.00	0.00	0.00	0.00
292	10.00	10.00	0.30	0.00	0.00	0.00	0.00
293	10.00	10.00	0.30	0.00	0.00	0.00	0.00
294	10.00	10.00	0.30	0.00	0.00	0.00	0.00
295	10.00	10.00	0.30	0.00	0.00	0.00	0.00
296	10.00	10.00	0.30	0.00	0.00	0.00	0.00
297	10.00	10.00	0.30	0.00	0.00	0.00	0.00
298	10.00	10.00	0.30	0.00	0.00	0.00	0.00
299	10.00	10.00	0.30	0.00	0.00	0.00	0.00
300	10.00	10.00	0.30	0.00	0.00	0.00	0.00
301	10.00	10.00	0.30	0.00	0.00	0.00	0.00
302	10.00	10.00	0.30	0.00	0.00	0.00	0.00
303	10.00	10.00	0.30	0.00	0.00	0.00	0.00
304	10.00	10.00	0.30	0.00	0.00	0.00	0.00
305	10.00	10.00	0.30	0.00	0.00	0.00	0.00
306	10.00	10.00	0.30	0.00	0.00	0.00	0.00
307	10.00	10.00	0.30	0.00	0.00	0.00	0.00
308	10.00	10.00	0.30	0.00	0.00	0.00	0.00
309	10.00	10.00	0.30	0.00	0.00	0.00	0.00
310	10.00	10.00	0.30	0.00	0.00	0.00	0.00
311	10.00	10.00	0.30	0.00	0.00	0.00	0.00
312	10.00	10.00	0.30	0.00	0.00	0.00	0.00
313	10.00	10.00	0.30	0.00	0.00	0.00	0.00
314	10.00	10.00	0.30	0.00	0.00	0.00	0.00
315	10.00	10.00	0.30	0.00	0.00	0.00	0.00
316	10.00	10.00	0.30	0.00	0.00	0.00	0.00
317	10.00	10.00	0.30	0.00	0.00	0.00	0.00
318	10.00	10.00	0.30	0.00	0.00	0.00	0.00
319	10.00	10.00	0.30	0.00	0.00	0.00	0.00
320	10.00	10.00	0.30	0.00	0.00	0.00	0.00
321	10.00	10.00	0.30	0.00	0.00	0.00	0.00
322	10.00	10.00	0.30	0.00	0.00	0.00	0.00
323	10.00	10.00	0.30	0.00	0.00	0.00	0.00
324	10.00	10.00	0.30	0.00	0.00	0.00	0.00
325	10.00	10.00	0.30	0.00	0.00	0.00	0.00
326	10.00	10.00	0.30	0.00	0.00	0.00	0.00
327	10.00	10.00	0.30	0.00	0.00	0.00	0.00
328	10.00	10.00	0.30	0.00	0.00	0.00	0.00
329	10.00	10.00	0.30	0.00	0.00	0.00	0.00
330	10.00	10.00	0.30	0.00	0.00	0.00	0.00
331	10.00	10.00	0.30	0.00	0.00	0.00	0.00
332	10.00	10.00	0.30	0.00	0.00	0.00	0.00
333	10.00	10.00	0.30	0.00	0.00	0.00	0.00
334	10.00	10.00	0.30	0.00	0.00	0.00	0.00
335	10.00	10.00	0.30	0.00	0.00	0.00	0.00
336	10.00	10.00	0.30	0.00	0.00	0.00	0.00
337	10.00	10.00	0.30	0.00	0.00	0.00	0.00
338	10.00	10.00	0.30	0.00	0.00	0.00	0.00
339	10.00	10.00	0.30	0.00	0.00	0.00	0.00
340	10.00	10.00	0.30	0.00	0.00	0.00	0.00
341	10.00	10.00	0.30	0.00	0.00	0.00	0.00
342	10.00	10.00	0.30	0.00	0.00	0.00	0.00
343	10.00	10.00	0.30	0.00	0.00	0.00	0.00
344	10.00	10.00	0.30	0.00	0.00	0.00	0.00
345	10.00	10.00	0.30	0.00	0.00	0.00	0.00
346	10.00	10.00	0.30	0.00	0.00	0.00	0.00
347	10.00	10.00	0.30	0.00	0.00	0.00	0.00
348	10.00	10.00	0.30	0.00	0.00	0.00	0.00
349	10.00	10.00	0.30	0.00	0.00	0.00	0.00
350	10.00	10.00	0.30	0.00	0.00	0.00	0.00
351	10.00	10.00	0.30	0.00	0.00	0.00	0.00
352	10.00	10.00	0.30	0.00	0.00	0.00	0.00
353	10.00	10.00	0.30	0.00	0.00	0.00	0.00
354	10.00	10.00	0.30	0.00	0.00	0.00	0.00
355	10.00	10.00	0.30	0.00	0.00	0.00	0.00
356	10.00	10.00	0.30	0.00	0.00	0.00	0.00
357	10.00	10.00	0.30	0.00	0.00	0.00	0.00
358	10.00	10.00	0.30	0.00	0.00	0.00	0.00
359	10.00	10.00	0.30	0.00	0.00	0.00	0.00
360	10.00	10.00	0.30	0.00	0.00	0.00	0.00
361	10.00	10.00	0.30	0.00	0.00	0.00	0.00
362	10.00	10.00	0.30	0.00	0.00	0.00	0.00
363	10.00	10.00	0.30	0.00	0.00	0.00	0.00
364	10.00	10.00	0.30	0.00	0.00	0.00	0.00
365	10.00	10.00	0.30	0.00	0.00	0.00	0.00
366	10.00	10.00	0.30	0.00	0.00	0.00	0.00
